Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","-0.00697"
"0.10000","0.12931","-0.00835"
"0.20000","0.26866","0.00249"
"0.30000","0.40262","0.01472"
"0.40000","0.53601","0.02237"
"0.50000","0.66929","0.03485"
"0.60000","0.80274","0.04137"
"0.70000","0.93596","0.04865"
"0.80000","1.06924","0.05561"
"0.90000","1.20252","0.07348"
"1.00000","1.33592","0.08477"
"1.10000","1.46925","0.09524"
"1.20000","1.60259","0.09913"
"1.30000","1.73593","0.11380"
"1.40000","1.86921","0.12459"
"1.50000","2.00271","0.12402"
"1.60000","2.13588","0.13901"
"1.70000","2.26927","0.14635"
"1.80000","2.40255","0.16346"
"1.90000","2.53595","0.16704"
"2.00000","2.66934","0.18378"
"2.10000","2.80262","0.18754"
"2.20000","2.93596","0.18598"
"2.30000","3.06935","0.20517"
"2.40000","3.20263","0.21426"
"2.50000","3.33602","0.21852"
"2.60000","3.46930","0.24310"
"2.70000","3.60270","0.23865"
"2.80000","3.73598","0.24749"
"2.90000","3.86926","0.25978"
"3.00000","4.00259","0.26637"
"3.10000","4.13587","0.27866"
"3.20000","4.26932","0.29126"
"3.30000","4.40260","0.29691"
"3.40000","4.53600","0.30274"
"3.50000","4.66922","0.31923"
"3.60000","4.80261","0.32607"
"3.70000","4.93601","0.33572"
"3.80000","5.06923","0.34645"
"3.90000","5.20262","0.35284"
"4.00000","5.33602","0.36958"
"4.10000","5.46930","0.37629"
"4.20000","5.60263","0.37849"
"4.30000","5.73597","0.38426"
"4.40000","5.86931","0.39078"
"4.50000","6.00259","0.40583"
"4.60000","6.13598","0.41016"
"4.70000","6.26926","0.42521"
"4.80000","6.40248","0.43304"
"4.90000","6.53599","0.43555"
"5.00000","6.66933","0.44872"
"5.10000","6.80266","0.45650"
"5.20000","6.93589","0.47061"
"5.30000","7.06922","0.48077"
"5.40000","7.20267","0.48189"
"5.50000","7.33595","0.48923"
"5.60000","7.46935","0.50271"
"5.70000","7.60268","0.51306"
"5.80000","7.73596","0.50767"
"5.90000","7.86936","0.52491"
"6.00000","8.00258","0.52591"
"6.10000","8.13592","0.53946"
"6.20000","8.26925","0.55162"
"6.30000","8.40259","0.55708"
"6.40000","8.53598","0.56686"
"6.50000","8.66921","0.57263"
"6.60000","8.80266","0.58028"
"6.70000","8.93599","0.59458"
"6.80000","9.06927","0.60311"
"6.90000","9.20255","0.60574"
"7.00000","9.33595","0.60261"
"7.10000","9.46928","0.62399"
"7.20000","9.60262","0.63233"
"7.30000","9.73596","0.62650"
"7.40000","9.86929","0.64086"
"7.50000","10.00263","0.64192"
"7.60000","10.13597","0.65547"
"7.70000","10.26925","0.66901"
"7.80000","10.40264","0.67064"
"7.90000","10.53598","0.67767"
"8.00000","10.66926","0.68714"
"8.10000","10.80259","0.69290"
"8.20000","10.93587","0.69974"
"8.30000","11.06927","0.70513"
"8.40000","11.20260","0.71197"
"8.50000","11.33594","0.71943"
"8.60000","11.46928","0.71993"
"8.70000","11.60261","0.72043"
"8.80000","11.73606","0.72313"
