Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","-0.00636"
"0.10000","0.12914","-0.00310"
"0.20000","0.26854","0.00047"
"0.30000","0.40273","0.00593"
"0.40000","0.53607","0.00838"
"0.50000","0.66940","0.01960"
"0.60000","0.80263","0.02531"
"0.70000","0.93596","0.03572"
"0.80000","1.06941","0.04117"
"0.90000","1.20269","0.05353"
"1.00000","1.33603","0.05760"
"1.10000","1.46942","0.07604"
"1.20000","1.60270","0.08237"
"1.30000","1.73604","0.09968"
"1.40000","1.86932","0.10720"
"1.50000","2.00277","0.11473"
"1.60000","2.13599","0.12576"
"1.70000","2.26944","0.12934"
"1.80000","2.40272","0.14721"
"1.90000","2.53589","0.16508"
"2.00000","2.66945","0.17512"
"2.10000","2.80262","0.19368"
"2.20000","2.93607","0.19405"
"2.30000","3.06941","0.20672"
"2.40000","3.20263","0.21255"
"2.50000","3.33608","0.22854"
"2.60000","3.46942","0.24127"
"2.70000","3.60264","0.26259"
"2.80000","3.73609","0.26209"
"2.90000","3.86937","0.28529"
"3.00000","4.00271","0.29451"
"3.10000","4.13599","0.30737"
"3.20000","4.26938","0.31414"
"3.30000","4.40272","0.32800"
"3.40000","4.53605","0.34041"
"3.50000","4.66933","0.35189"
"3.60000","4.80256","0.36650"
"3.70000","4.93618","0.37816"
"3.80000","5.06940","0.39039"
"3.90000","5.20268","0.39635"
"4.00000","5.33613","0.41102"
"4.10000","5.46935","0.42864"
"4.20000","5.60275","0.43585"
"4.30000","5.73603","0.44369"
"4.40000","5.86931","0.44771"
"4.50000","6.00270","0.47047"
"4.60000","6.13604","0.47881"
"4.70000","6.26943","0.48477"
"4.80000","6.40271","0.50684"
"4.90000","6.53610","0.51455"
"5.00000","6.66933","0.51894"
"5.10000","6.80272","0.53198"
"5.20000","6.93600","0.54465"
"5.30000","7.06934","0.55657"
"5.40000","7.20279","0.56284"
"5.50000","7.33601","0.57550"
"5.60000","7.46940","0.58083"
"5.70000","7.60274","0.59513"
"5.80000","7.73596","0.60548"
"5.90000","7.86947","0.61338"
"6.00000","8.00269","0.62617"
"6.10000","8.13603","0.63558"
"6.20000","8.26942","0.65157"
"6.30000","8.40265","0.65314"
"6.40000","8.53604","0.66963"
"6.50000","8.66938","0.67189"
"6.60000","8.80271","0.68380"
"6.70000","8.93599","0.69603"
"6.80000","9.06944","0.70556"
"6.90000","9.20267","0.70945"
"7.00000","9.33595","0.72243"
"7.10000","9.46945","0.73773"
"7.20000","9.60268","0.74519"
"7.30000","9.73601","0.75497"
"7.40000","9.86941","0.76764"
"7.50000","10.00268","0.78219"
"7.60000","10.13614","0.78319"
"7.70000","10.26942","0.78771"
"7.80000","10.40270","0.79517"
"7.90000","10.53609","0.80928"
"8.00000","10.66937","0.82445"
"8.10000","10.80265","0.81925"
"8.20000","10.93599","0.84207"
"8.30000","11.06938","0.83994"
"8.40000","11.20266","0.84910"
"8.50000","11.33605","0.85756"
"8.60000","11.46939","0.87832"
"8.70000","11.60256","0.88572"
"8.80000","11.73612","0.89030"
"8.90000","11.86940","0.89042"
"9.00000","12.00279","0.90353"
"9.10000","12.13607","0.91494"
"9.20000","12.26935","0.91933"
"9.30000","12.40280","0.93269"
"9.40000","12.53603","0.94078"
"9.50000","12.66931","0.95112"
"9.60000","12.80270","0.94880"
"9.70000","12.93604","0.96379"
"9.80000","13.06937","0.97382"
"9.90000","13.20271","0.98204"
"10.00000","13.33610","0.98643"
"10.10000","13.46938","0.99684"
"10.20000","13.60272","1.00530"
"10.30000","13.73600","1.02499"
"10.40000","13.86928","1.02173"
