Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","-0.01178"
"0.10000","0.12903","-0.01422"
"0.20000","0.26871","-0.01203"
"0.30000","0.40262","-0.01278"
"0.40000","0.53612","-0.00714"
"0.50000","0.66929","-0.00457"
"0.60000","0.80274","-0.01291"
"0.70000","0.93602","-0.00300"
"0.80000","1.06936","-0.00632"
"0.90000","1.20264","0.00779"
"1.00000","1.33597","0.02698"
"1.10000","1.46942","0.05896"
"1.20000","1.60276","0.08373"
"1.30000","1.73604","0.11646"
"1.40000","1.86938","0.14606"
"1.50000","2.00271","0.18437"
"1.60000","2.13605","0.21811"
"1.70000","2.26939","0.25573"
"1.80000","2.40267","0.29806"
"1.90000","2.53606","0.32528"
"2.00000","2.66940","0.37287"
"2.10000","2.80273","0.40291"
"2.20000","2.93596","0.43558"
"2.30000","3.06946","0.46405"
"2.40000","3.20269","0.49571"
"2.50000","3.33602","0.53892"
"2.60000","3.46936","0.56281"
"2.70000","3.60264","0.59448"
"2.80000","3.73603","0.62922"
"2.90000","3.86937","0.65750"
"3.00000","4.00265","0.69086"
"3.10000","4.13604","0.71939"
"3.20000","4.26944","0.75332"
"3.30000","4.40272","0.78386"
"3.40000","4.53605","0.81082"
"3.50000","4.66933","0.83716"
"3.60000","4.80267","0.85854"
"3.70000","4.93601","0.89522"
"3.80000","5.06940","0.91924"
"3.90000","5.20262","0.93812"
"4.00000","5.33602","0.96402"
"4.10000","5.46935","0.99556"
"4.20000","5.60263","1.02396"
"4.30000","5.73603","1.04503"
"4.40000","5.86925","1.08341"
"4.50000","6.00276","1.10272"
"4.60000","6.13609","1.12981"
"4.70000","6.26937","1.14932"
"4.80000","6.40271","1.17333"
"4.90000","6.53599","1.19835"
"5.00000","6.66938","1.23021"
"5.10000","6.80272","1.24576"
"5.20000","6.93600","1.28175"
"5.30000","7.06939","1.29737"
"5.40000","7.20279","1.32791"
"5.50000","7.33607","1.35149"
"5.60000","7.46929","1.36434"
"5.70000","7.60274","1.39206"
"5.80000","7.73596","1.41940"
"5.90000","7.86936","1.45050"
"6.00000","8.00269","1.45458"
"6.10000","8.13597","1.48211"
"6.20000","8.26948","1.49803"
"6.30000","8.40276","1.52105"
"6.40000","8.53598","1.54814"
"6.50000","8.66938","1.56406"
"6.60000","8.80266","1.58676"
"6.70000","8.93605","1.60570"
"6.80000","9.06939","1.63662"
"6.90000","9.20261","1.65744"
"7.00000","9.33612","1.67023"
"7.10000","9.46934","1.69443"
"7.20000","9.60268","1.71525"
"7.30000","9.73607","1.73463"
"7.40000","9.86946","1.74987"
"7.50000","10.00268","1.77401"
"7.60000","10.13602","1.78718"
"7.70000","10.26936","1.81834"
"7.80000","10.40258","1.83176"
"7.90000","10.53609","1.85440"
"8.00000","10.66931","1.87052"
"8.10000","10.80265","1.88394"
"8.20000","10.93604","1.90074"
"8.30000","11.06938","1.92514"
"8.40000","11.20272","1.93962"
"8.50000","11.33605","1.95831"
"8.60000","11.46933","1.96658"
"8.70000","11.60278","1.99004"
"8.80000","11.73606","2.01155"
"8.90000","11.86946","2.02051"
"9.00000","12.00268","2.04905"
"9.10000","12.13607","2.06290"
"9.20000","12.26941","2.07632"
"9.30000","12.40275","2.09771"
"9.40000","12.53614","2.11006"
"9.50000","12.66931","2.13063"
"9.60000","12.80276","2.13966"
"9.70000","12.93609","2.16079"
"9.80000","13.06932","2.17847"
"9.90000","13.20271","2.19848"
"10.00000","13.33605","2.20625"
"10.10000","13.46938","2.22920"
"10.20000","13.60272","2.24300"
"10.30000","13.73606","2.25636"
"10.40000","13.86939","2.27216"
"10.50000","14.00267","2.28947"
"10.60000","14.13607","2.29862"
"10.70000","14.26940","2.31493"
"10.80000","14.40268","2.33242"
"10.90000","14.53608","2.33913"
"11.00000","14.66936","2.37193"
"11.10000","14.80264","2.37481"
"11.20000","14.93597","2.39406"
"11.30000","15.06942","2.40479"
"11.40000","15.20276","2.41520"
"11.50000","15.33610","2.43796"
"11.60000","15.46938","2.45075"
"11.70000","15.60266","2.46662"
"11.80000","15.73605","2.49176"
"11.90000","15.86938","2.48229"
"12.00000","16.00261","2.51271"
"12.10000","16.13606","2.52011"
"12.20000","16.26940","2.54205"
"12.30000","16.40273","2.54839"
"12.40000","16.53601","2.56306"
"12.50000","16.66935","2.58720"
"12.60000","16.80274","2.58306"
"12.70000","16.93602","2.59799"
"12.80000","17.06936","2.62301"
"12.90000","17.20264","2.63292"
"13.00000","17.33609","2.64000"
"13.10000","17.46937","2.66132"
"13.20000","17.60265","2.66653"
"13.30000","17.73604","2.67995"
"13.40000","17.86938","2.68879"
"13.50000","18.00271","2.71268"
"13.60000","18.13605","2.71513"
"13.70000","18.26939","2.72673"
"13.80000","18.40278","2.75106"
"13.90000","18.53606","2.75745"
"14.00000","18.66940","2.76366"
"14.10000","18.80268","2.77821"
"14.20000","18.93602","2.79708"
"14.30000","19.06930","2.80956"
"14.40000","19.20269","2.81282"
"14.50000","19.33608","2.83114"
"14.60000","19.46925","2.84117"
"14.70000","19.60275","2.85540"
"14.80000","19.73609","2.86011"
"14.90000","19.86943","2.87741"
"15.00000","20.00271","2.88663"
"15.10000","20.13599","2.91077"
"15.20000","20.26944","2.90883"
"15.30000","20.40266","2.93078"
"15.40000","20.53600","2.94025"
"15.50000","20.66939","2.94576"
"15.60000","20.80267","2.95028"
"15.70000","20.93607","2.97442"
"15.80000","21.06940","2.98025"
"15.90000","21.20274","3.00007"
"16.00000","21.33607","3.00352"
"16.10000","21.46930","3.01361"
"16.20000","21.60269","3.03161"
"16.30000","21.73603","3.04371"
"16.40000","21.86937","3.05463"
"16.50000","22.00276","3.06202"
"16.60000","22.13604","3.06961"
"16.70000","22.26937","3.08266"
"16.80000","22.40265","3.08955"
"16.90000","22.53599","3.10780"
"17.00000","22.66933","3.11464"
"17.10000","22.80267","3.13282"
"17.20000","22.93606","3.14405"
"17.30000","23.06934","3.15728"
"17.40000","23.20273","3.16060"
"17.50000","23.33607","3.16581"
"17.60000","23.46935","3.17690"
"17.70000","23.60268","3.19352"
"17.80000","23.73608","3.19835"
"17.90000","23.86942","3.21528"
"18.00000","24.00264","3.22538"
"18.10000","24.13603","3.22187"
"18.20000","24.26943","3.24055"
"18.30000","24.40276","3.25065"
"18.40000","24.53604","3.26275"
"18.50000","24.66932","3.27090"
"18.60000","24.80272","3.28508"
"18.70000","24.93611","3.28821"
"18.80000","25.06928","3.30113"
"18.90000","25.20278","3.31116"
"19.00000","25.33606","3.32747"
"19.10000","25.46934","3.34001"
"19.20000","25.60262","3.34302"
"19.30000","25.73602","3.35111"
"19.40000","25.86941","3.35995"
"19.50000","26.00269","3.37644"
"19.60000","26.13608","3.37870"
"19.70000","26.26930","3.38823"
"19.80000","26.40275","3.40309"
"19.90000","26.53603","3.40786"
