Time,Extension,Load
(s),(mm),(N)
"0.00000","-1.34923","-0.07561"
"0.10000","-1.21992","-0.07887"
"0.20000","-1.08058","-0.05466"
"0.30000","-0.94667","-0.03924"
"0.40000","-0.81328","-0.01478"
"0.50000","-0.67994","0.01212"
"0.60000","-0.54655","0.02830"
"0.70000","-0.41327","0.05570"
"0.80000","-0.27993","0.08706"
"0.90000","-0.14665","0.11879"
"1.00000","-0.01332","0.14393"
"1.10000","0.12002","0.16964"
"1.20000","0.25341","0.19617"
"1.30000","0.38675","0.22639"
"1.40000","0.52003","0.24966"
"1.50000","0.65348","0.28176"
"1.60000","0.78676","0.31895"
"1.70000","0.92010","0.34127"
"1.80000","1.05343","0.35645"
"1.90000","1.18671","0.39194"
"2.00000","1.32005","0.41709"
"2.10000","1.45339","0.43778"
"2.20000","1.58661","0.46550"
"2.30000","1.72000","0.49773"
"2.40000","1.85345","0.51065"
"2.50000","1.98673","0.53448"
"2.60000","2.11996","0.55831"
"2.70000","2.25346","0.58809"
"2.80000","2.38674","0.60653"
"2.90000","2.52008","0.63418"
"3.00000","2.65342","0.64817"
"3.10000","2.78664","0.67770"
"3.20000","2.92015","0.70586"
"3.30000","3.05337","0.71388"
"3.40000","3.18676","0.74047"
"3.50000","3.32010","0.76330"
"3.60000","3.45344","0.78719"
"3.70000","3.58672","0.80606"
"3.80000","3.72005","0.82481"
"3.90000","3.85339","0.84444"
"4.00000","3.98673","0.87655"
"4.10000","4.12012","0.89254"
"4.20000","4.25340","0.91035"
"4.30000","4.38668","0.93618"
"4.40000","4.52007","0.95305"
"4.50000","4.65330","0.97280"
"4.60000","4.78675","0.99544"
"4.70000","4.92008","1.01250"
"4.80000","5.05331","1.02786"
"4.90000","5.18681","1.04385"
"5.00000","5.32009","1.07552"
"5.10000","5.45343","1.08988"
"5.20000","5.58671","1.10825"
"5.30000","5.72005","1.12662"
"5.40000","5.85344","1.14631"
"5.50000","5.98672","1.16306"
"5.60000","6.12000","1.18463"
"5.70000","6.25334","1.20313"
"5.80000","6.38679","1.22363"
"5.90000","6.52007","1.23730"
"6.00000","6.65340","1.25449"
"6.10000","6.78674","1.28264"
"6.20000","6.91996","1.29424"
"6.30000","7.05347","1.31632"
"6.40000","7.18669","1.32635"
"6.50000","7.31997","1.34974"
"6.60000","7.45348","1.35827"
"6.70000","7.58670","1.37319"
"6.80000","7.72010","1.40586"
"6.90000","7.85338","1.41119"
"7.00000","7.98671","1.42988"
"7.10000","8.12011","1.45402"
"7.20000","8.25339","1.45985"
"7.30000","8.38672","1.48813"
"7.40000","8.52000","1.50431"
"7.50000","8.65340","1.51892"
"7.60000","8.78668","1.52915"
"7.70000","8.92007","1.55009"
"7.80000","9.05341","1.55536"
"7.90000","9.18669","1.58351"
"8.00000","9.32008","1.59549"
"8.10000","9.45342","1.60646"
"8.20000","9.58664","1.63036"
"8.30000","9.72015","1.64421"
"8.40000","9.85343","1.65581"
"8.50000","9.98671","1.65951"
"8.60000","10.12004","1.68046"
"8.70000","10.25338","1.69382"
"8.80000","10.38677","1.71394"
"8.90000","10.52005","1.73307"
"9.00000","10.65333","1.73909"
"9.10000","10.78673","1.76098"
"9.20000","10.92012","1.76442"
"9.30000","11.05334","1.78330"
"9.40000","11.18668","1.79026"
"9.50000","11.32013","1.81954"
"9.60000","11.45335","1.82531"
"9.70000","11.58675","1.83698"
"9.80000","11.72003","1.86156"
"9.90000","11.85331","1.85642"
"10.00000","11.98676","1.87241"
"10.10000","12.12004","1.89711"
"10.20000","12.25337","1.89762"
"10.30000","12.38677","1.92201"
"10.40000","12.52005","1.92571"
"10.50000","12.65338","1.94640"
"10.60000","12.78672","1.95581"
"10.70000","12.92006","1.96835"
"10.80000","13.05339","1.97374"
"10.90000","13.18679","1.99255"
"11.00000","13.32012","2.00541"
"11.10000","13.45340","2.01149"
"11.20000","13.58674","2.02247"
"11.30000","13.72002","2.03733"
"11.40000","13.85347","2.04937"
"11.50000","13.98675","2.05971"
"11.60000","14.12003","2.08812"
"11.70000","14.25348","2.08812"
"11.80000","14.38670","2.10029"
"11.90000","14.52010","2.11389"
"12.00000","14.65338","2.11546"
"12.10000","14.78671","2.13728"
"12.20000","14.92005","2.14976"
"12.30000","15.05344","2.16556"
"12.40000","15.18667","2.17428"
"12.50000","15.32006","2.18149"
"12.60000","15.45345","2.19115"
"12.70000","15.58668","2.19723"
"12.80000","15.72001","2.21836"
"12.90000","15.85340","2.22959"
"13.00000","15.98668","2.23222"
"13.10000","16.12014","2.24483"
"13.20000","16.25342","2.26239"
"13.30000","16.38658","2.26935"
"13.40000","16.52014","2.29042"
"13.50000","16.65343","2.27681"
"13.60000","16.78665","2.29474"
"13.70000","16.91998","2.31957"
"13.80000","17.05338","2.30735"
"13.90000","17.18672","2.32810"
"14.00000","17.32011","2.33707"
"14.10000","17.45333","2.34641"
"14.20000","17.58673","2.36472"
"14.30000","17.72012","2.37589"
"14.40000","17.85346","2.38260"
"14.50000","17.98673","2.39714"
"14.60000","18.12018","2.40680"
"14.70000","18.25335","2.41690"
"14.80000","18.38675","2.41784"
"14.90000","18.52003","2.43665"
"15.00000","18.65325","2.45082"
"15.10000","18.78681","2.46042"
"15.20000","18.92009","2.46738"
"15.30000","19.05337","2.46825"
"15.40000","19.18677","2.48130"
"15.50000","19.32010","2.49848"
"15.60000","19.45338","2.50870"
"15.70000","19.58672","2.51428"
"15.80000","19.72000","2.53184"
"15.90000","19.85333","2.53980"
"16.00000","19.98673","2.54708"
"16.10000","20.12007","2.56871"
"16.20000","20.25340","2.56188"
"16.30000","20.38680","2.57273"
"16.40000","20.52002","2.57780"
"16.50000","20.65341","2.59242"
"16.60000","20.78669","2.59925"
"16.70000","20.91997","2.60740"
"16.80000","21.05342","2.62126"
"16.90000","21.18676","2.63023"
