Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.01464"
"0.10000","0.12960","0.14802"
"0.20000","0.26871","0.33012"
"0.30000","0.40262","0.47429"
"0.40000","0.53601","0.61074"
"0.50000","0.66935","0.74995"
"0.60000","0.80274","0.87618"
"0.70000","0.93591","0.99921"
"0.80000","1.06930","1.11234"
"0.90000","1.20258","1.22490"
"1.00000","1.33592","1.32191"
"1.10000","1.46937","1.42544"
"1.20000","1.60259","1.52483"
"1.30000","1.73598","1.62278"
"1.40000","1.86932","1.70944"
"1.50000","2.00254","1.80294"
"1.60000","2.13594","1.88653"
"1.70000","2.26933","1.96754"
"1.80000","2.40267","2.05728"
"1.90000","2.53600","2.13748"
"2.00000","2.66934","2.21643"
"2.10000","2.80268","2.29939"
"2.20000","2.93590","2.37345"
"2.30000","3.06929","2.44738"
"2.40000","3.20252","2.53085"
"2.50000","3.33602","2.59493"
"2.60000","3.46936","2.66880"
"2.70000","3.60264","2.74481"
"2.80000","3.73592","2.81541"
"2.90000","3.86926","2.88972"
"3.00000","4.00259","2.96221"
"3.10000","4.13593","3.02304"
"3.20000","4.26927","3.09126"
"3.30000","4.40266","3.15416"
"3.40000","4.53600","3.21963"
"3.50000","4.66933","3.27744"
"3.60000","4.80256","3.34956"
"3.70000","4.93595","3.38662"
"3.80000","5.06929","3.44726"
"3.90000","5.20262","3.49962"
"4.00000","5.33596","3.55311"
"4.10000","5.46930","3.60196"
"4.20000","5.60269","3.65055"
"4.30000","5.73603","3.69363"
"4.40000","5.86936","3.73584"
"4.50000","6.00259","3.76907"
"4.60000","6.13587","3.81416"
"4.70000","6.26926","3.85567"
"4.80000","6.40260","3.89706"
"4.90000","6.53593","3.93456"
"5.00000","6.66927","3.98259"
"5.10000","6.80261","4.00811"
"5.20000","6.93600","4.04850"
"5.30000","7.06928","4.07628"
"5.40000","7.20262","4.11547"
"5.50000","7.33595","4.15322"
"5.60000","7.46929","4.17786"
"5.70000","7.60257","4.20897"
"5.80000","7.73591","4.23123"
"5.90000","7.86936","4.26020"
"6.00000","8.00252","4.29343"
"6.10000","8.13597","4.32905"
"6.20000","8.26931","4.35332"
"6.30000","8.40265","4.37702"
"6.40000","8.53604","4.40819"
"6.50000","8.66932","4.42738"
"6.60000","8.80260","4.46162"
"6.70000","8.93599","4.48965"
"6.80000","9.06927","4.51134"
"6.90000","9.20261","4.53279"
"7.00000","9.33595","4.56326"
"7.10000","9.46928","4.58114"
"7.20000","9.60262","4.60967"
"7.30000","9.73596","4.63456"
"7.40000","9.86929","4.65908"
"7.50000","10.00252","4.68141"
"7.60000","10.13608","4.71301"
"7.70000","10.26930","4.72944"
"7.80000","10.40264","4.75352"
"7.90000","10.53598","4.77597"
"8.00000","10.66926","4.78324"
"8.10000","10.80265","4.81610"
"8.20000","10.93593","4.83792"
"8.30000","11.06932","4.85329"
"8.40000","11.20266","4.87636"
"8.50000","11.33599","4.89630"
"8.60000","11.46939","4.91568"
"8.70000","11.60256","4.93261"
"8.80000","11.73601","4.95174"
"8.90000","11.86929","4.97726"
"9.00000","12.00257","4.99074"
"9.10000","12.13596","5.01075"
"9.20000","12.26924","5.03219"
"9.30000","12.40263","5.04260"
"9.40000","12.53603","5.05865"
"9.50000","12.66931","5.08512"
"9.60000","12.80264","5.09434"
"9.70000","12.93587","5.11754"
"9.80000","13.06932","5.13610"
"9.90000","13.20260","5.15159"
"10.00000","13.33593","5.15867"
"10.10000","13.46933","5.17981"
"10.20000","13.60266","5.19573"
"10.30000","13.73594","5.20602"
"10.40000","13.86922","5.22345"
"10.50000","14.00256","5.24352"
"10.60000","14.13595","5.26735"
"10.70000","14.26935","5.27669"
"10.80000","14.40263","5.29099"
"10.90000","14.53591","5.30723"
"11.00000","14.66936","5.31086"
"11.10000","14.80264","5.32993"
"11.20000","14.93597","5.33244"
"11.30000","15.06925","5.35821"
"11.40000","15.20259","5.37828"
"11.50000","15.33598","5.38586"
"11.60000","15.46938","5.40041"
"11.70000","15.60271","5.40975"
"11.80000","15.73599","5.43001"
"11.90000","15.86933","5.44587"
"12.00000","16.00261","5.45961"
"12.10000","16.13595","5.46977"
"12.20000","16.26928","5.47905"
"12.30000","16.40268","5.49303"
"12.40000","16.53601","5.50513"
"12.50000","16.66935","5.51629"
"12.60000","16.80257","5.53592"
"12.70000","16.93596","5.54501"
"12.80000","17.06924","5.55837"
"12.90000","17.20258","5.57518"
"13.00000","17.33592","5.58264"
