Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","-0.00842"
"0.10000","0.12909","0.12214"
"0.20000","0.26871","0.30048"
"0.30000","0.40262","0.43254"
"0.40000","0.53607","0.56805"
"0.50000","0.66946","0.69993"
"0.60000","0.80274","0.82089"
"0.70000","0.93613","0.92511"
"0.80000","1.06941","1.04476"
"0.90000","1.20275","1.15130"
"1.00000","1.33609","1.24586"
"1.10000","1.46931","1.33842"
"1.20000","1.60270","1.43053"
"1.30000","1.73610","1.50766"
"1.40000","1.86938","1.59232"
"1.50000","2.00271","1.66801"
"1.60000","2.13599","1.74344"
"1.70000","2.26944","1.81662"
"1.80000","2.40278","1.88297"
"1.90000","2.53612","1.94442"
"2.00000","2.66940","2.01528"
"2.10000","2.80273","2.08357"
"2.20000","2.93607","2.14534"
"2.30000","3.06935","2.20679"
"2.40000","3.20269","2.25790"
"2.50000","3.33608","2.31559"
"2.60000","3.46936","2.37278"
"2.70000","3.60275","2.41931"
"2.80000","3.73603","2.48064"
"2.90000","3.86943","2.53431"
"3.00000","4.00276","2.57557"
"3.10000","4.13604","2.61715"
"3.20000","4.26938","2.67497"
"3.30000","4.40260","2.71297"
"3.40000","4.53611","2.76683"
"3.50000","4.66939","2.80283"
"3.60000","4.80273","2.85826"
"3.70000","4.93606","2.88993"
"3.80000","5.06940","2.92956"
"3.90000","5.20279","2.96217"
"4.00000","5.33602","3.00788"
"4.10000","5.46935","3.04287"
"4.20000","5.60280","3.08746"
"4.30000","5.73603","3.11417"
"4.40000","5.86936","3.15161"
"4.50000","6.00270","3.18616"
"4.60000","6.13604","3.21538"
"4.70000","6.26937","3.24862"
"4.80000","6.40271","3.28398"
"4.90000","6.53610","3.30775"
"5.00000","6.66933","3.34669"
"5.10000","6.80278","3.37196"
"5.20000","6.93611","3.39610"
"5.30000","7.06939","3.42796"
"5.40000","7.20267","3.46176"
"5.50000","7.33601","3.48979"
"5.60000","7.46940","3.51356"
"5.70000","7.60274","3.54372"
"5.80000","7.73602","3.56422"
"5.90000","7.86941","3.60047"
"6.00000","8.00275","3.61546"
"6.10000","8.13603","3.63728"
"6.20000","8.26937","3.66086"
"6.30000","8.40270","3.69453"
"6.40000","8.53604","3.70544"
"6.50000","8.66938","3.73930"
"6.60000","8.80277","3.74871"
"6.70000","8.93594","3.77793"
"6.80000","9.06944","3.78577"
"6.90000","9.20278","3.81988"
"7.00000","9.33606","3.84390"
"7.10000","9.46940","3.85958"
"7.20000","9.60268","3.88115"
"7.30000","9.73613","3.90115"
"7.40000","9.86941","3.93094"
"7.50000","10.00280","3.94517"
"7.60000","10.13608","3.96555"
"7.70000","10.26936","3.99898"
"7.80000","10.40270","4.01208"
"7.90000","10.53603","4.01992"
"8.00000","10.66937","4.05240"
"8.10000","10.80270","4.06175"
"8.20000","10.93610","4.08539"
"8.30000","11.06938","4.09636"
"8.40000","11.20266","4.12082"
"8.50000","11.33611","4.13750"
"8.60000","11.46939","4.16070"
"8.70000","11.60267","4.17136"
"8.80000","11.73601","4.19368"
"8.90000","11.86934","4.21218"
"9.00000","12.00285","4.23601"
"9.10000","12.13596","4.24799"
"9.20000","12.26935","4.25858"
"9.30000","12.40280","4.27238"
"9.40000","12.53603","4.29621"
"9.50000","12.66942","4.31001"
"9.60000","12.80270","4.32995"
"9.70000","12.93604","4.33546"
"9.80000","13.06937","4.35196"
"9.90000","13.20277","4.36839"
