Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","-0.00411"
"0.10000","0.48932","0.02838"
"0.20000","1.00782","0.12413"
"0.30000","1.50988","0.19179"
"0.40000","2.01002","0.25889"
"0.50000","2.50994","0.32718"
"0.60000","3.00985","0.39083"
"0.70000","3.50999","0.45711"
"0.80000","4.01007","0.52722"
"0.90000","4.51010","0.58183"
"1.00000","5.00984","0.63150"
"1.10000","5.50981","0.69596"
"1.20000","6.00995","0.74343"
"1.30000","6.51004","0.79924"
"1.40000","7.01001","0.85073"
"1.50000","7.50986","0.91387"
"1.60000","8.00989","0.94849"
"1.70000","8.50997","0.99407"
"1.80000","9.01011","1.04506"
"1.90000","9.51003","1.08375"
"2.00000","10.00988","1.12595"
"2.10000","10.50991","1.17474"
"2.20000","11.00994","1.21531"
"2.30000","11.51008","1.24403"
"2.40000","12.01005","1.29375"
"2.50000","12.50985","1.32097"
"2.60000","13.00976","1.35922"
"2.70000","13.51001","1.38694"
"2.80000","14.01004","1.43510"
"2.90000","14.50995","1.46582"
"3.00000","15.00986","1.50251"
"3.10000","15.50995","1.53687"
"3.20000","16.01003","1.57067"
"3.30000","16.51006","1.60096"
"3.40000","17.00997","1.63206"
"3.50000","17.50977","1.65802"
"3.60000","18.00986","1.69013"
"3.70000","18.51005","1.71615"
"3.80000","19.01002","1.73904"
"3.90000","19.50999","1.77403"
"4.00000","20.00990","1.79366"
"4.10000","20.50993","1.83059"
"4.20000","21.01007","1.84853"
"4.30000","21.51004","1.87599"
"4.40000","22.00979","1.90058"
"4.50000","22.50981","1.92974"
"4.60000","23.00990","1.94140"
"4.70000","23.51003","1.96742"
"4.80000","24.01006","1.99244"
"4.90000","24.50992","2.01928"
"5.00000","25.00989","2.03972"
"5.10000","25.50997","2.06794"
"5.20000","26.01005","2.07898"
"5.30000","26.50991","2.10695"
"5.40000","27.00988","2.12513"
"5.50000","27.50985","2.15266"
"5.60000","28.01005","2.16947"
"5.70000","28.51007","2.18621"
"5.80000","29.01005","2.20239"
"5.90000","29.50985","2.22409"
"6.00000","30.00987","2.24120"
"6.10000","30.50996","2.26002"
"6.20000","31.00998","2.27983"
"6.30000","31.50995","2.29237"
"6.40000","32.00986","2.32504"
"6.50000","32.50989","2.33295"
"6.60000","33.01003","2.35978"
