Time,Extension,Load
(s),(mm),(N)
"45.00000","225.01013","9.56771"
"45.10000","225.50993","9.59957"
"45.20000","226.00978","9.63650"
"45.30000","226.50987","9.66886"
"45.40000","227.01001","9.70429"
"45.50000","227.50996","9.74223"
"45.60000","228.00998","9.77057"
"45.70000","228.50978","9.81202"
"45.80000","229.00987","9.84996"
"45.90000","229.51001","9.88350"
"46.00000","230.01009","9.92690"
"46.10000","230.50978","9.95618"
"46.20000","231.00981","9.99945"
"46.30000","231.50984","10.02968"
"46.40000","232.01004","10.06674"
"46.50000","232.50999","10.10016"
"46.60000","233.00992","10.15045"
"46.70000","233.50978","10.18808"
"46.80000","234.00992","10.22696"
"46.90000","234.51007","10.26703"
"47.00000","235.00992","10.30948"
"47.10000","235.50984","10.34234"
"47.20000","236.00992","10.37469"
"47.30000","236.51001","10.42499"
"47.40000","237.01003","10.47007"
"47.50000","237.51006","10.51334"
"47.60000","238.00984","10.54839"
"47.70000","238.50970","10.59687"
"47.80000","239.00995","10.62734"
"47.90000","239.50999","10.67193"
"48.00000","240.01003","10.70968"
"48.10000","240.50981","10.75859"
"48.20000","241.00989","10.79076"
"48.30000","241.51006","10.83547"
"48.40000","242.01006","10.87567"
"48.50000","242.50992","10.90088"
"48.60000","243.00972","10.78543"
"48.70000","243.50980","10.66371"
"48.80000","244.01006","10.66353"
"48.90000","244.51009","10.68541"
"49.00000","245.00999","10.71375"
"49.10000","245.50980","10.74047"
"49.20000","246.00995","10.76467"
"49.30000","246.51003","10.80017"
"49.40000","247.00993","10.83578"
"49.50000","247.50975","10.87272"
"49.60000","248.00983","10.90727"
"49.70000","248.50986","10.94866"
"49.80000","249.01003","10.98860"
"49.90000","249.51003","11.02428"
"50.00000","250.00995","11.07614"
"50.10000","250.50983","11.11784"
"50.20000","251.00992","11.16092"
"50.30000","251.50999","11.20846"
"50.40000","252.00996","11.25480"
"50.50000","252.50980","11.29756"
"50.60000","253.00989","11.34008"
"50.70000","253.50987","11.39445"
"50.80000","254.01006","11.43571"
"50.90000","254.51004","11.48123"
"51.00000","255.00983","11.53272"
"51.10000","255.50980","11.58363"
"51.20000","256.01001","11.62998"
"51.30000","256.51001","11.68854"
"51.40000","257.00995","11.73727"
"51.50000","257.50980","11.78066"
"51.60000","258.00989","11.83321"
"51.70000","258.50992","11.88507"
"51.80000","259.01004","11.94151"
"51.90000","259.50986","11.98534"
"52.00000","260.00983","12.04667"
"52.10000","260.50986","12.09721"
"52.20000","261.01004","12.15634"
"52.30000","261.51001","12.21704"
"52.40000","262.00998","12.26546"
"52.50000","262.50980","12.32014"
"52.60000","263.00989","12.37852"
"52.70000","263.50989","12.44173"
"52.80000","264.00998","12.49258"
"52.90000","264.50989","12.54432"
"53.00000","265.00986","12.60533"
"53.10000","265.50992","12.66747"
"53.20000","266.01007","12.73225"
"53.30000","266.51001","12.78624"
"53.40000","267.00986","12.84155"
"53.50000","267.50970","12.90344"
"53.60000","268.00995","12.96113"
"53.70000","268.50992","13.02792"
"53.80000","269.01001","13.08228"
"53.90000","269.50989","13.14606"
"54.00000","270.00992","13.20939"
"54.10000","270.50998","13.27919"
"54.20000","271.01007","13.34196"
"54.30000","271.50998","13.40529"
"54.40000","272.00974","13.46750"
"54.50000","272.50983","13.53052"
"54.60000","273.00995","13.59097"
"54.70000","273.50998","13.66057"
"54.80000","274.00995","13.72334"
"54.90000","274.50986","13.79960"
"55.00000","275.00983","13.86312"
"55.10000","275.50995","13.93266"
"55.20000","276.01007","13.99637"
"55.30000","276.50986","14.06341"
"55.40000","277.00989","14.14305"
"55.50000","277.50983","14.21754"
"55.60000","278.00998","14.28677"
"55.70000","278.51001","14.35726"
"55.80000","279.00995","14.42097"
"55.90000","279.50980","14.49854"
"56.00000","280.00992","14.56858"
"56.10000","280.50995","14.64477"
"56.20000","281.01004","14.70503"
"56.30000","281.50992","14.78730"
"56.40000","282.00980","14.85967"
"56.50000","282.50995","14.93768"
"56.60000","283.01010","15.01895"
"56.70000","283.51001","15.08404"
"56.80000","284.00980","15.16336"
"56.90000","284.50977","15.24432"
"57.00000","285.00998","15.31587"
"57.10000","285.51007","15.39218"
"57.20000","286.01004","15.47145"
"57.30000","286.50992","15.54902"
"57.40000","287.00983","15.62627"
"57.50000","287.50992","15.70879"
