Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00006","-0.01859"
"0.10000","0.12943","-0.00153"
"0.20000","0.26871","0.01471"
"0.30000","0.40256","0.03992"
"0.40000","0.53601","0.06187"
"0.50000","0.66935","0.08682"
"0.60000","0.80263","0.10651"
"0.70000","0.93602","0.13574"
"0.80000","1.06936","0.14696"
"0.90000","1.20269","0.16138"
"1.00000","1.33603","0.18427"
"1.10000","1.46942","0.21324"
"1.20000","1.60265","0.23287"
"1.30000","1.73598","0.25068"
"1.40000","1.86932","0.27325"
"1.50000","2.00260","0.28993"
"1.60000","2.13605","0.31489"
"1.70000","2.26939","0.33076"
"1.80000","2.40267","0.34468"
"1.90000","2.53600","0.37026"
"2.00000","2.66923","0.38926"
"2.10000","2.80268","0.39497"
"2.20000","2.93601","0.43121"
"2.30000","3.06929","0.44188"
"2.40000","3.20274","0.46263"
"2.50000","3.33608","0.47906"
"2.60000","3.46936","0.49148"
"2.70000","3.60270","0.51600"
"2.80000","3.73603","0.54171"
"2.90000","3.86931","0.55011"
"3.00000","4.00265","0.57494"
"3.10000","4.13604","0.58943"
"3.20000","4.26921","0.59946"
"3.30000","4.40272","0.61783"
"3.40000","4.53605","0.64367"
"3.50000","4.66933","0.65295"
"3.60000","4.80267","0.66662"
"3.70000","4.93601","0.68656"
"3.80000","5.06946","0.70311"
"3.90000","5.20268","0.72368"
"4.00000","5.33596","0.73817"
"4.10000","5.46941","0.75385"
"4.20000","5.60269","0.76777"
"4.30000","5.73603","0.79072"
"4.40000","5.86931","0.80257"
"4.50000","6.00264","0.81530"
"4.60000","6.13604","0.82634"
"4.70000","6.26937","0.84446"
"4.80000","6.40265","0.86383"
"4.90000","6.53593","0.86804"
"5.00000","6.66933","0.88641"
"5.10000","6.80266","0.90403"
"5.20000","6.93594","0.91864"
"5.30000","7.06934","0.93382"
"5.40000","7.20262","0.94548"
"5.50000","7.33601","0.95664"
"5.60000","7.46935","0.98185"
"5.70000","7.60263","0.99232"
"5.80000","7.73608","1.00580"
"5.90000","7.86936","1.01872"
"6.00000","8.00269","1.03572"
"6.10000","8.13603","1.04312"
"6.20000","8.26931","1.05522"
"6.30000","8.40265","1.08199"
"6.40000","8.53604","1.08914"
"6.50000","8.66926","1.09911"
"6.60000","8.80260","1.11868"
"6.70000","8.93611","1.12520"
"6.80000","9.06933","1.13561"
"6.90000","9.20267","1.16138"
"7.00000","9.33600","1.15969"
"7.10000","9.46934","1.17386"
"7.20000","9.60268","1.18853"
"7.30000","9.73596","1.19587"
"7.40000","9.86929","1.21412"
"7.50000","10.00274","1.22359"
"7.60000","10.13602","1.24140"
"7.70000","10.26942","1.25375"
"7.80000","10.40270","1.27382"
"7.90000","10.53603","1.27100"
"8.00000","10.66931","1.29514"
"8.10000","10.80265","1.28843"
"8.20000","10.93604","1.30285"
"8.30000","11.06927","1.32210"
"8.40000","11.20272","1.33395"
"8.50000","11.33605","1.33364"
"8.60000","11.46933","1.34932"
"8.70000","11.60267","1.36481"
"8.80000","11.73595","1.37258"
"8.90000","11.86934","1.38067"
"9.00000","12.00268","1.39835"
"9.10000","12.13602","1.40858"
"9.20000","12.26935","1.41855"
"9.30000","12.40269","1.43215"
"9.40000","12.53603","1.43159"
"9.50000","12.66925","1.44814"
"9.60000","12.80264","1.46307"
"9.70000","12.93604","1.46633"
"9.80000","13.06937","1.47204"
"9.90000","13.20271","1.49179"
"10.00000","13.33593","1.49267"
"10.10000","13.46933","1.50853"
"10.20000","13.60272","1.52590"
"10.30000","13.73594","1.52371"
"10.40000","13.86928","1.54346"
"10.50000","14.00262","1.55186"
"10.60000","14.13607","1.55707"
"10.70000","14.26935","1.57218"
"10.80000","14.40268","1.57707"
"10.90000","14.53602","1.58460"
"11.00000","14.66936","1.59902"
"11.10000","14.80269","1.61118"
"11.20000","14.93597","1.61250"
"11.30000","15.06937","1.62203"
"11.40000","15.20270","1.63464"
"11.50000","15.33593","1.63294"
"11.60000","15.46932","1.65370"
"11.70000","15.60260","1.66706"
"11.80000","15.73605","1.67602"
"11.90000","15.86938","1.68154"
"12.00000","16.00272","1.69013"
"12.10000","16.13600","1.69992"
"12.20000","16.26928","1.70663"
"12.30000","16.40273","1.71315"
"12.40000","16.53601","1.72274"
"12.50000","16.66924","1.72625"
"12.60000","16.80274","1.73723"
"12.70000","16.93602","1.74908"
"12.80000","17.06936","1.75654"
"12.90000","17.20264","1.76369"
"13.00000","17.33603","1.77673"
"13.10000","17.46931","1.78087"
"13.20000","17.60265","1.79492"
